form,company,cik,date_filed,filing_path,event
N-14,AB LARGE CAP GROWTH FUND INC,889508,2021-05,-11  edgar/data/889508/0000919574-21-003310.txt,merger/reorg
N-14,ADVANCED SERIES TRUST,814679,2021-06,-04  edgar/data/814679/0001104659-21-076951.txt,merger/reorg
N-14,ADVANCED SERIES TRUST,814679,2021-06,-25  edgar/data/814679/0001104659-21-085690.txt,merger/reorg
N-14,Aberdeen Funds,1413594,2021-05,-18  edgar/data/1413594/0001104659-21-068789.txt,merger/reorg
N-14,AltShares Trust,1779306,2021-06,-03  edgar/data/1779306/0001104659-21-076413.txt,merger/reorg
N-14,BNY Mellon Investment Funds I,799295,2021-05,-12  edgar/data/799295/0001104659-21-065108.txt,merger/reorg
N-14,BRIDGEWAY FUNDS INC,916006,2021-05,-21  edgar/data/916006/0001137439-21-000479.txt,merger/reorg
N-14,Business Development Corp of America,1490927,2021-06,-23  edgar/data/1490927/0001104659-21-084651.txt,merger/reorg
N-14,DELAWARE GROUP ADVISER FUNDS,910682,2021-04,-09  edgar/data/910682/0001137439-21-000248.txt,merger/reorg
N-14,DELAWARE GROUP EQUITY FUNDS II,27574,2021-06,-28  edgar/data/27574/0001137439-21-000579.txt,merger/reorg
N-14,DELAWARE GROUP EQUITY FUNDS II,27574,2021-06,-28  edgar/data/27574/0001137439-21-000581.txt,merger/reorg
N-14,DELAWARE GROUP EQUITY FUNDS V,809821,2021-04,-09  edgar/data/809821/0001137439-21-000242.txt,merger/reorg
N-14,DELAWARE GROUP GLOBAL & INTERNATIONAL FUNDS,875610,2021-04,-09  edgar/data/875610/0001137439-21-000245.txt,merger/reorg
N-14,DELAWARE GROUP GOVERNMENT FUND,769220,2021-06,-28  edgar/data/769220/0001137439-21-000585.txt,merger/reorg
N-14,DELAWARE GROUP INCOME FUNDS,27825,2021-04,-09  edgar/data/27825/0001137439-21-000247.txt,merger/reorg
N-14,DELAWARE GROUP INCOME FUNDS,27825,2021-04,-09  edgar/data/27825/0001137439-21-000249.txt,merger/reorg
N-14,DELAWARE GROUP INCOME FUNDS,27825,2021-06,-28  edgar/data/27825/0001137439-21-000586.txt,merger/reorg
N-14,DELAWARE GROUP LIMITED-TERM GOVERNMENT FUNDS,357059,2021-06,-28  edgar/data/357059/0001137439-21-000587.txt,merger/reorg
N-14,Dimensional ETF Trust,1816125,2021-05,-07  edgar/data/1816125/0001794202-21-000165.txt,merger/reorg
N-14,FIRST TRUST EXCHANGE-TRADED FUND VIII,1667919,2021-05,-21  edgar/data/1667919/0001445546-21-002732.txt,merger/reorg
N-14,Federated Hermes Adviser Series,1707560,2021-06,-11  edgar/data/1707560/0001623632-21-000683.txt,merger/reorg
N-14,Federated Hermes Global Allocation Fund,13386,2021-06,-11  edgar/data/13386/0001623632-21-000686.txt,merger/reorg
N-14,Federated Hermes Income Securities Trust,789281,2021-06,-11  edgar/data/789281/0001623632-21-000685.txt,merger/reorg
N-14,Federated Hermes MDT Series,1363526,2021-06,-11  edgar/data/1363526/0001623632-21-000684.txt,merger/reorg
N-14,"Federated Hermes Municipal Bond Fund, Inc.",201801,2021-06,-11  edgar/data/201801/0001623632-21-000687.txt,merger/reorg
N-14,"Federated Hermes World Investment Series, Inc.",918199,2021-06,-11  edgar/data/918199/0001623632-21-000688.txt,merger/reorg
N-14,First Trust Exchange-Traded Fund III,1424212,2021-05,-05  edgar/data/1424212/0001445546-21-002390.txt,merger/reorg
N-14,Forethought Variable Insurance Trust,1580353,2021-06,-04  edgar/data/1580353/0001104659-21-077157.txt,merger/reorg
N-14,Forethought Variable Insurance Trust,1580353,2021-06,-04  edgar/data/1580353/0001104659-21-077160.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2021-04,-19  edgar/data/1587982/0001398344-21-008144.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2021-06,-08  edgar/data/1587982/0001398344-21-012747.txt,merger/reorg
N-14,MASSMUTUAL PREMIER FUNDS,927972,2021-06,-04  edgar/data/927972/0001104659-21-077191.txt,merger/reorg
N-14,MFS MUNICIPAL SERIES TRUST,751656,2021-05,-24  edgar/data/751656/0001193125-21-170972.txt,merger/reorg
N-14,MORGAN STANLEY INSTITUTIONAL FUND INC,836487,2021-06,-02  edgar/data/836487/0001104659-21-075620.txt,merger/reorg
N-14,Managed Portfolio Series,1511699,2021-04,-13  edgar/data/1511699/0000894189-21-002187.txt,merger/reorg
N-14,MassMutual Advantage Funds,1859808,2021-06,-04  edgar/data/1859808/0001104659-21-077189.txt,merger/reorg
N-14,NUVEEN INVESTMENT TRUST II,1041673,2021-05,-21  edgar/data/1041673/0001193125-21-169433.txt,merger/reorg
N-14,Pear Tree Funds,722885,2021-06,-21  edgar/data/722885/0001104659-21-083343.txt,merger/reorg
N-14,Pioneer Series Trust IV,1331854,2021-04,-13  edgar/data/1331854/0001193125-21-114636.txt,merger/reorg
N-14,SUNAMERICA SERIES TRUST,892538,2021-06,-30  edgar/data/892538/0001193125-21-204661.txt,merger/reorg
N-14,"T. Rowe Price Tax-Exempt Money Fund, Inc.",315748,2021-05,-07  edgar/data/315748/0000315748-21-000005.txt,merger/reorg
N-14,WEITZ FUNDS,1257927,2021-04,-09  edgar/data/1257927/0001821268-21-000119.txt,merger/reorg
N-14,WELLS FARGO FUNDS TRUST,1081400,2021-06,-07  edgar/data/1081400/0001081400-21-000636.txt,merger/reorg
N-14,WELLS FARGO FUNDS TRUST,1081400,2021-06,-15  edgar/data/1081400/0001081400-21-000687.txt,merger/reorg
N-14,WILLIAM BLAIR FUNDS,822632,2021-04,-19  edgar/data/822632/0001193125-21-121412.txt,merger/reorg
N-14,WILMINGTON FUNDS,830744,2021-06,-15  edgar/data/830744/0001193125-21-191314.txt,merger/reorg
N-14 8C,GUGGENHEIM STRATEGIC OPPORTUNITIES FUND,1380936,2021-04,-30  edgar/data/1380936/0001821268-21-000189.txt,merger/reorg
