form,company,cik,date_filed,filing_path,event
N-14,ADVANCED SERIES TRUST,814679,2021-10,-12  edgar/data/814679/0001104659-21-125351.txt,merger/reorg
N-14,ADVANCED SERIES TRUST,814679,2021-10,-13  edgar/data/814679/0001104659-21-125859.txt,merger/reorg
N-14,ADVISORS SERIES TRUST,1027596,2021-11,-10  edgar/data/1027596/0000894189-21-007947.txt,merger/reorg
N-14,AIM VARIABLE INSURANCE FUNDS (INVESCO VARIABLE INSURANCE,FUN  896435,2021-12,-02  edgar/data/896435/0001193125-21-346866.txt,merger/reorg
N-14,Brighthouse Funds Trust I,1126087,2021-12,-01  edgar/data/1126087/0001193125-21-345136.txt,merger/reorg
N-14,FINANCIAL INVESTORS TRUST,915802,2021-10,-07  edgar/data/915802/0001398344-21-019733.txt,merger/reorg
N-14,First American Funds Trust,1890141,2021-11,-18  edgar/data/1890141/0000897101-21-000960.txt,merger/reorg
N-14,GOLDMAN SACHS TRUST,822977,2021-10,-22  edgar/data/822977/0001193125-21-305598.txt,merger/reorg
N-14,GOLDMAN SACHS TRUST,822977,2021-10,-29  edgar/data/822977/0001193125-21-313558.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2021-11,-04  edgar/data/1587982/0001398344-21-020906.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2021-12,-17  edgar/data/1587982/0001398344-21-024040.txt,merger/reorg
N-14,JNL SERIES TRUST,933691,2021-12,-16  edgar/data/933691/0000933691-21-000652.txt,merger/reorg
N-14,JNL SERIES TRUST,933691,2021-12,-16  edgar/data/933691/0000933691-21-000654.txt,merger/reorg
N-14,JNL SERIES TRUST,933691,2021-12,-16  edgar/data/933691/0000933691-21-000655.txt,merger/reorg
N-14,Listed Funds Trust,1683471,2021-12,-21  edgar/data/1683471/0000894189-21-009051.txt,merger/reorg
N-14,PRUDENTIAL SERIES FUND,711175,2021-10,-08  edgar/data/711175/0001104659-21-124723.txt,merger/reorg
N-14,SPROTT FUNDS TRUST,1728683,2021-12,-03  edgar/data/1728683/0001387131-21-011780.txt,merger/reorg
N-14,TRUST FOR PROFESSIONAL MANAGERS,1141819,2021-11,-12  edgar/data/1141819/0000894189-21-007965.txt,merger/reorg
N-14,Total Fund Solution,1872253,2021-11,-24  edgar/data/1872253/0000894189-21-008323.txt,merger/reorg
N-14,Total Fund Solution,1872253,2021-11,-24  edgar/data/1872253/0000894189-21-008327.txt,merger/reorg
N-14,VANGUARD CHESTER FUNDS,752177,2021-10,-05  edgar/data/752177/0001137439-21-000965.txt,merger/reorg
N-14,VANGUARD CHESTER FUNDS,752177,2021-10,-05  edgar/data/752177/0001137439-21-000967.txt,merger/reorg
N-14,VANGUARD CHESTER FUNDS,752177,2021-10,-05  edgar/data/752177/0001137439-21-000969.txt,merger/reorg
N-14,VANGUARD CHESTER FUNDS,752177,2021-10,-05  edgar/data/752177/0001137439-21-000971.txt,merger/reorg
N-14,VANGUARD CHESTER FUNDS,752177,2021-10,-05  edgar/data/752177/0001137439-21-000973.txt,merger/reorg
