form,company,cik,date_filed,filing_path,event
N-14,ADVANCED SERIES TRUST,814679,2022-03,-11  edgar/data/814679/0001104659-22-032830.txt,merger/reorg
N-14,ADVANCED SERIES TRUST,814679,2022-03,-16  edgar/data/814679/0001104659-22-034521.txt,merger/reorg
N-14,ADVISORS SERIES TRUST,1027596,2022-03,-16  edgar/data/1027596/0000894189-22-001943.txt,merger/reorg
N-14,ALPS ETF Trust,1414040,2022-03,-11  edgar/data/1414040/0001398344-22-005788.txt,merger/reorg
N-14,CARILLON SERIES TRUST,897111,2022-02,-01  edgar/data/897111/0000898432-22-000070.txt,merger/reorg
N-14,Dimensional ETF Trust,1816125,2022-02,-18  edgar/data/1816125/0001794202-22-000042.txt,merger/reorg
N-14,FRANKLIN TEMPLETON VARIABLE INSURANCE PRODUCTS TRUST,837274,2022-03,-16  edgar/data/837274/0001680359-22-000039.txt,merger/reorg
N-14,GOLDMAN SACHS TRUST,822977,2022-01,-14  edgar/data/822977/0001193125-22-009995.txt,merger/reorg
N-14,Harbor ETF Trust,1860434,2022-03,-11  edgar/data/1860434/0001193125-22-072266.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2022-02,-14  edgar/data/1587982/0001398344-22-002848.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2022-02,-25  edgar/data/1587982/0001398344-22-003912.txt,merger/reorg
N-14,J.P. Morgan Exchange-Traded Fund Trust,1485894,2022-01,-19  edgar/data/1485894/0001193125-22-012596.txt,merger/reorg
N-14,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,914036,2022-03,-15  edgar/data/914036/0001193125-22-076231.txt,merger/reorg
N-14,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,914036,2022-03,-15  edgar/data/914036/0001193125-22-076245.txt,merger/reorg
N-14,Managed Portfolio Series,1511699,2022-01,-10  edgar/data/1511699/0000894189-22-000120.txt,merger/reorg
N-14,TRUST FOR PROFESSIONAL MANAGERS,1141819,2022-01,-25  edgar/data/1141819/0000894189-22-000389.txt,merger/reorg
N-14,Total Fund Solution,1872253,2022-03,-21  edgar/data/1872253/0000894189-22-002018.txt,merger/reorg
N-14,VANGUARD CHESTER FUNDS,752177,2022-02,-14  edgar/data/752177/0001137439-22-000095.txt,merger/reorg
N-14,Voya VARIABLE PORTFOLIOS INC,1015965,2022-03,-24  edgar/data/1015965/0001683863-22-002487.txt,merger/reorg
N-14 8C,Blackstone Secured Lending Fund,1736035,2022-03,-07  edgar/data/1736035/0001193125-22-068092.txt,merger/reorg
N-14 8C,GLADSTONE CAPITAL CORP,1143513,2022-02,-23  edgar/data/1143513/0001193125-22-050052.txt,merger/reorg
N-14 8C,Logan Ridge Finance Corp.,1571329,2022-02,-18  edgar/data/1571329/0001193125-22-045592.txt,merger/reorg
N-14 8C,Nuveen Municipal Credit Income Fund,1137887,2022-01,-21  edgar/data/1137887/0001193125-22-014885.txt,merger/reorg
N-14 8C/A,"Fundrise Income Real Estate Fund, LLC",1885551,2022-01,-07  edgar/data/1885551/0001794202-22-000009.txt,merger/reorg
N-14 8C/A,"Fundrise Income Real Estate Fund, LLC",1885551,2022-02,-16  edgar/data/1885551/0001137439-22-000100.txt,merger/reorg
N-14 8C/A,Nuveen Municipal Credit Income Fund,1137887,2022-03,-03  edgar/data/1137887/0001193125-22-064477.txt,merger/reorg
N-14 8C/A,SLR Investment Corp.,1418076,2022-01,-31  edgar/data/1418076/0001193125-22-023543.txt,merger/reorg
N-14/A,GOLDMAN SACHS TRUST,822977,2022-02,-11  edgar/data/822977/0001193125-22-037287.txt,merger/reorg
N-14/A,Investment Managers Series Trust II,1587982,2022-02,-01  edgar/data/1587982/0001398344-22-001559.txt,merger/reorg
N-14/A,Listed Funds Trust,1683471,2022-01,-31  edgar/data/1683471/0000894189-22-000871.txt,merger/reorg
N-14/A,Listed Funds Trust,1683471,2022-02,-04  edgar/data/1683471/0000894189-22-001019.txt,merger/reorg
N-14/A,Listed Funds Trust,1683471,2022-02,-08  edgar/data/1683471/0000894189-22-001072.txt,merger/reorg
N-14/A,Listed Funds Trust,1683471,2022-02,-08  edgar/data/1683471/0000894189-22-001081.txt,merger/reorg
N-14/A,Managed Portfolio Series,1511699,2022-03,-21  edgar/data/1511699/0000894189-22-002019.txt,merger/reorg
N-14/A,SPROTT FUNDS TRUST,1728683,2022-01,-18  edgar/data/1728683/0001387131-22-000426.txt,merger/reorg
N-14/A,SPROTT FUNDS TRUST,1728683,2022-01,-26  edgar/data/1728683/0001387131-22-000701.txt,merger/reorg
N-14/A,TRUST FOR PROFESSIONAL MANAGERS,1141819,2022-01,-25  edgar/data/1141819/0000894189-22-000424.txt,merger/reorg
N-14/A,Voya EQUITY TRUST,1063946,2022-01,-27  edgar/data/1063946/0001683863-22-000261.txt,merger/reorg
N-14/A,Voya EQUITY TRUST,1063946,2022-01,-28  edgar/data/1063946/0001683863-22-000267.txt,merger/reorg
N-14MEF,"Kayne Anderson Energy Infrastructure Fund, Inc.",1293613,2022-02,-23  edgar/data/1293613/0001213900-22-008990.txt,merger/reorg
