form,company,cik,date_filed,filing_path,event
N-14,ADVANCED SERIES TRUST,814679,2022-08,-26  edgar/data/814679/0001104659-22-095177.txt,merger/reorg
N-14,ADVISORS' INNER CIRCLE FUND,878719,2022-09,-08  edgar/data/878719/0001398344-22-018300.txt,merger/reorg
N-14,AIM INTERNATIONAL MUTUAL FUNDS (INVESCO INTERNATIONAL MUT,UAL  880859,2022-09,-23  edgar/data/880859/0001193125-22-249892.txt,merger/reorg
N-14,AIM SECTOR FUNDS (INVESCO SECTOR FUNDS),725781,2022-09,-23  edgar/data/725781/0001193125-22-249895.txt,merger/reorg
N-14,ALLSPRING FUNDS TRUST,1081400,2022-08,-31  edgar/data/1081400/0001081400-22-000747.txt,merger/reorg
N-14,AMERICAN FUNDS SHORT-TERM TAX-EXEMPT BOND FUND,845376,2022-07,-01  edgar/data/845376/0000051931-22-000522.txt,merger/reorg
N-14,"BNY MELLON MUNICIPAL FUNDS, INC.",878092,2022-08,-01  edgar/data/878092/0000878092-22-000008.txt,merger/reorg
N-14,"BNY MELLON MUNICIPAL FUNDS, INC.",878092,2022-08,-02  edgar/data/878092/0000878092-22-000010.txt,merger/reorg
N-14,BOND FUND OF AMERICA,13075,2022-07,-01  edgar/data/13075/0000051931-22-000521.txt,merger/reorg
N-14,FIDELITY UNION STREET TRUST II,880797,2022-08,-05  edgar/data/880797/0001193125-22-213280.txt,merger/reorg
N-14,FundX Investment Trust,1602508,2022-08,-26  edgar/data/1602508/0000894189-22-006384.txt,merger/reorg
N-14,HENNESSY FUNDS TRUST,891944,2022-09,-23  edgar/data/891944/0000897069-22-000553.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2022-07,-15  edgar/data/1587982/0001398344-22-013425.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2022-09,-29  edgar/data/1587982/0001398344-22-019431.txt,merger/reorg
N-14,LIMITED TERM TAX EXEMPT BOND FUND OF AMERICA,909427,2022-07,-01  edgar/data/909427/0000051931-22-000523.txt,merger/reorg
N-14,Managed Portfolio Series,1511699,2022-08,-25  edgar/data/1511699/0000894189-22-006235.txt,merger/reorg
N-14,NATIONWIDE MUTUAL FUNDS,1048702,2022-09,-21  edgar/data/1048702/0001137439-22-000903.txt,merger/reorg
N-14,Neuberger Berman ETF Trust,1506001,2022-08,-15  edgar/data/1506001/0000898432-22-000519.txt,merger/reorg
N-14,PRUDENTIAL VARIABLE CONTRACT ACCOUNT 10,701276,2022-08,-29  edgar/data/701276/0001104659-22-095546.txt,merger/reorg
N-14,PRUDENTIAL VARIABLE CONTRACT ACCOUNT 2,80941,2022-08,-29  edgar/data/80941/0001104659-22-095495.txt,merger/reorg
N-14,PUTNAM ASSET ALLOCATION FUNDS,914209,2022-07,-20  edgar/data/914209/0000928816-22-000782.txt,merger/reorg
N-14,PUTNAM FUNDS TRUST,1005942,2022-07,-20  edgar/data/1005942/0000928816-22-000782.txt,merger/reorg
N-14,Salient MF Trust,1535174,2022-07,-21  edgar/data/1535174/0001104659-22-081576.txt,merger/reorg
N-14,TIAA-CREF FUNDS,1084380,2022-08,-08  edgar/data/1084380/0001193125-22-214902.txt,merger/reorg
N-14,TOCQUEVILLE TRUST,801444,2022-08,-25  edgar/data/801444/0000894189-22-006246.txt,merger/reorg
N-14,TRANSAMERICA FUNDS,787623,2022-08,-16  edgar/data/787623/0001193125-22-222166.txt,merger/reorg
N-14,Trust for Advised Portfolios,1261788,2022-09,-08  edgar/data/1261788/0000894189-22-006827.txt,merger/reorg
N-14,Ultimus Managers Trust,1545440,2022-09,-02  edgar/data/1545440/0001580642-22-004454.txt,merger/reorg
N-14,VALUED ADVISERS TRUST,1437249,2022-08,-24  edgar/data/1437249/0001580642-22-004262.txt,merger/reorg
N-14,VALUED ADVISERS TRUST,1437249,2022-08,-24  edgar/data/1437249/0001580642-22-004263.txt,merger/reorg
N-14,VARIABLE INSURANCE PRODUCTS FUND II,831016,2022-08,-29  edgar/data/831016/0001104659-22-095495.txt,merger/reorg
N-14,VARIABLE INSURANCE PRODUCTS FUND II,831016,2022-08,-29  edgar/data/831016/0001104659-22-095546.txt,merger/reorg
N-14,VARIABLE INSURANCE PRODUCTS FUND II,831016,2022-08,-29  edgar/data/831016/0001193125-22-232609.txt,merger/reorg
N-14,VARIABLE INSURANCE PRODUCTS FUND II,831016,2022-08,-29  edgar/data/831016/0001193125-22-232611.txt,merger/reorg
N-14,WESTERN ASSET FUNDS INC,863520,2022-08,-12  edgar/data/863520/0001193125-22-219947.txt,merger/reorg
N-14 8C,"Barings BDC, Inc.",1379785,2022-09,-16  edgar/data/1379785/0001140361-22-033524.txt,merger/reorg
N-14 8C,abrdn Global Dynamic Dividend Fund,1362481,2022-08,-11  edgar/data/1362481/0001104659-22-089423.txt,merger/reorg
N-14 8C,abrdn Global Infrastructure Income Fund,1793855,2022-08,-11  edgar/data/1793855/0001104659-22-089428.txt,merger/reorg
N-14 8C,abrdn Income Credit Strategies Fund,1503290,2022-08,-11  edgar/data/1503290/0001104659-22-089436.txt,merger/reorg
N-14 8C/A,Owl Rock Capital Corp III,1807427,2022-08,-24  edgar/data/1807427/0001193125-22-227680.txt,merger/reorg
N-14 8C/A,Owl Rock Core Income Corp.,1812554,2022-07,-21  edgar/data/1812554/0001193125-22-199199.txt,merger/reorg
N-14 8C/A,abrdn Global Dynamic Dividend Fund,1362481,2022-09,-28  edgar/data/1362481/0001104659-22-103607.txt,merger/reorg
N-14 8C/A,abrdn Global Infrastructure Income Fund,1793855,2022-09,-28  edgar/data/1793855/0001104659-22-103609.txt,merger/reorg
N-14 8C/A,abrdn Income Credit Strategies Fund,1503290,2022-09,-28  edgar/data/1503290/0001104659-22-103608.txt,merger/reorg
N-14/A,ADVANCED SERIES TRUST,814679,2022-09,-26  edgar/data/814679/0001104659-22-103029.txt,merger/reorg
N-14/A,ALLSPRING FUNDS TRUST,1081400,2022-09,-29  edgar/data/1081400/0001081400-22-000822.txt,merger/reorg
N-14/A,AMERICAN FUNDS SHORT-TERM TAX-EXEMPT BOND FUND,845376,2022-08,-05  edgar/data/845376/0000051931-22-000687.txt,merger/reorg
N-14/A,AMERICAN FUNDS SHORT-TERM TAX-EXEMPT BOND FUND,845376,2022-08,-05  edgar/data/845376/0000051931-22-000693.txt,merger/reorg
N-14/A,"BNY MELLON MUNICIPAL FUNDS, INC.",878092,2022-09,-12  edgar/data/878092/0000878092-22-000014.txt,merger/reorg
N-14/A,BOND FUND OF AMERICA,13075,2022-08,-05  edgar/data/13075/0000051931-22-000685.txt,merger/reorg
N-14/A,BOND FUND OF AMERICA,13075,2022-08,-05  edgar/data/13075/0000051931-22-000691.txt,merger/reorg
N-14/A,CENTAUR MUTUAL FUNDS TRUST,1295908,2022-09,-27  edgar/data/1295908/0001398344-22-019158.txt,merger/reorg
N-14/A,EA Series Trust,1592900,2022-08,-15  edgar/data/1592900/0001829126-22-015850.txt,merger/reorg
N-14/A,EQ ADVISORS TRUST,1027263,2022-08,-03  edgar/data/1027263/0001193125-22-211344.txt,merger/reorg
N-14/A,EQ PREMIER VIP TRUST,1160168,2022-08,-03  edgar/data/1160168/0001193125-22-211351.txt,merger/reorg
N-14/A,FIDELITY UNION STREET TRUST II,880797,2022-09,-16  edgar/data/880797/0001193125-22-246075.txt,merger/reorg
N-14/A,FundX Investment Trust,1602508,2022-09,-26  edgar/data/1602508/0000894189-22-007112.txt,merger/reorg
N-14/A,LIMITED TERM TAX EXEMPT BOND FUND OF AMERICA,909427,2022-08,-05  edgar/data/909427/0000051931-22-000686.txt,merger/reorg
N-14/A,LIMITED TERM TAX EXEMPT BOND FUND OF AMERICA,909427,2022-08,-05  edgar/data/909427/0000051931-22-000692.txt,merger/reorg
N-14/A,Managed Portfolio Series,1511699,2022-09,-28  edgar/data/1511699/0000894189-22-007262.txt,merger/reorg
N-14/A,Northern Lights Fund Trust IV,1644419,2022-08,-18  edgar/data/1644419/0001580642-22-004189.txt,merger/reorg
N-14/A,Northern Lights Fund Trust IV,1644419,2022-08,-22  edgar/data/1644419/0001580642-22-004227.txt,merger/reorg
