form,company,cik,date_filed,filing_path,event
N-14,ADVANCED SERIES TRUST,814679,2019-11,-20  edgar/data/814679/0001104659-19-065849.txt,merger/reorg
N-14,ADVANCED SERIES TRUST,814679,2019-11,-20  edgar/data/814679/0001104659-19-065854.txt,merger/reorg
N-14,ADVISORS SERIES TRUST,1027596,2019-11,-25  edgar/data/1027596/0000894189-19-007888.txt,merger/reorg
N-14,CHARLES SCHWAB FAMILY OF FUNDS,857156,2019-12,-16  edgar/data/857156/0001193125-19-314075.txt,merger/reorg
N-14,DFA INVESTMENT DIMENSIONS GROUP INC,355437,2019-11,-19  edgar/data/355437/0001794202-19-000003.txt,merger/reorg
N-14,ETF Series Solutions,1540305,2019-11,-06  edgar/data/1540305/0000894189-19-007478.txt,merger/reorg
N-14,FS Series Trust,1691167,2019-12,-20  edgar/data/1691167/0001104659-19-075099.txt,merger/reorg
N-14,HEARTLAND GROUP INC,809586,2019-12,-23  edgar/data/809586/0001104659-19-075388.txt,merger/reorg
N-14,HIGHLAND FUNDS II,891079,2019-12,-06  edgar/data/891079/0001193125-19-308340.txt,merger/reorg
N-14,Highland Funds I,1354917,2019-11,-27  edgar/data/1354917/0001193125-19-301453.txt,merger/reorg
N-14,Investment Managers Series Trust,1318342,2019-12,-13  edgar/data/1318342/0000894189-19-008349.txt,merger/reorg
N-14,JACKSON VARIABLE SERIES TRUST,1532747,2019-12,-19  edgar/data/1532747/0001532747-19-000216.txt,merger/reorg
N-14,JACKSON VARIABLE SERIES TRUST,1532747,2019-12,-20  edgar/data/1532747/0001532747-19-000218.txt,merger/reorg
N-14,JNL SERIES TRUST,933691,2019-12,-19  edgar/data/933691/0000933691-19-000802.txt,merger/reorg
N-14,JNL SERIES TRUST,933691,2019-12,-19  edgar/data/933691/0000933691-19-000804.txt,merger/reorg
N-14,JNL SERIES TRUST,933691,2019-12,-19  edgar/data/933691/0000933691-19-000806.txt,merger/reorg
N-14,JNL SERIES TRUST,933691,2019-12,-19  edgar/data/933691/0000933691-19-000808.txt,merger/reorg
N-14,JNL SERIES TRUST,933691,2019-12,-19  edgar/data/933691/0000933691-19-000810.txt,merger/reorg
