form,company,cik,date_filed,filing_path,event
N-14,AIM COUNSELOR SERIES TRUST (INVESCO COUNSELOR SERIES TRUS,T)   1112996,2021-01,-22  edgar/data/1112996/0001193125-21-014861.txt,merger/reorg
N-14,AIM GROWTH SERIES (INVESCO GROWTH SERIES),202032,2021-01,-22  edgar/data/202032/0001193125-21-014868.txt,merger/reorg
N-14,AIM INVESTMENT FUNDS (INVESCO INVESTMENT FUNDS),826644,2021-01,-22  edgar/data/826644/0001193125-21-014857.txt,merger/reorg
N-14,ALGER FUNDS,3521,2021-03,-03  edgar/data/3521/0001193125-21-067651.txt,merger/reorg
N-14,AMG FUNDS,1089951,2021-03,-23  edgar/data/1089951/0001193125-21-090945.txt,merger/reorg
N-14,Advisers Investment Trust,1516523,2021-03,-19  edgar/data/1516523/0001193125-21-087637.txt,merger/reorg
N-14,Arrow Investments Trust,1527428,2021-03,-24  edgar/data/1527428/0001580642-21-001370.txt,merger/reorg
N-14,Dimensional ETF Trust,1816125,2021-03,-03  edgar/data/1816125/0001794202-21-000086.txt,merger/reorg
N-14,EQ ADVISORS TRUST,1027263,2021-01,-19  edgar/data/1027263/0001193125-21-011203.txt,merger/reorg
N-14,EQ ADVISORS TRUST,1027263,2021-01,-27  edgar/data/1027263/0001193125-21-018650.txt,merger/reorg
N-14,EQ ADVISORS TRUST,1027263,2021-03,-12  edgar/data/1027263/0001193125-21-079082.txt,merger/reorg
N-14,EQ PREMIER VIP TRUST,1160168,2021-03,-12  edgar/data/1160168/0001193125-21-079101.txt,merger/reorg
N-14,FIDELITY HASTINGS STREET TRUST,35348,2021-01,-06  edgar/data/35348/0001193125-21-002852.txt,merger/reorg
N-14,FIDELITY INVESTMENT TRUST,744822,2021-01,-08  edgar/data/744822/0001193125-21-005361.txt,merger/reorg
N-14,JOHCM Funds Trust,1830437,2021-02,-16  edgar/data/1830437/0001193125-21-045056.txt,merger/reorg
N-14,JOHN HANCOCK INVESTMENT TRUST,22370,2021-01,-14  edgar/data/22370/0001133228-21-000118.txt,merger/reorg
N-14,JOHN HANCOCK VARIABLE INSURANCE TRUST,756913,2021-01,-13  edgar/data/756913/0001133228-21-000093.txt,merger/reorg
N-14,James Alpha Funds Trust,1829774,2021-01,-25  edgar/data/1829774/0001580642-21-000258.txt,merger/reorg
N-14,LEGG MASON PARTNERS EQUITY TRUST,880366,2021-03,-10  edgar/data/880366/0001193125-21-075962.txt,merger/reorg
N-14,Leader Funds Trust,1766436,2021-02,-08  edgar/data/1766436/0001580642-21-000579.txt,merger/reorg
N-14,MAINSTAY FUNDS,787441,2021-02,-05  edgar/data/787441/0001104659-21-012810.txt,merger/reorg
