form,company,cik,date_filed,filing_path,event
N-14,Absolute Shares Trust,1591939,2019-08,-16  edgar/data/1591939/0000894189-19-005100.txt,merger/reorg
N-14,"BLACKROCK FOCUS GROWTH FUND, INC.",1097293,2019-08,-08  edgar/data/1097293/0001193125-19-216519.txt,merger/reorg
N-14,BLACKROCK FUNDS,844779,2019-08,-20  edgar/data/844779/0001193125-19-225145.txt,merger/reorg
N-14,CAPITAL MANAGEMENT INVESTMENT TRUST,931491,2019-09,-18  edgar/data/931491/0001413042-19-000262.txt,merger/reorg
N-14,CRM Mutual Fund Trust,1322252,2019-08,-14  edgar/data/1322252/0001193125-19-221040.txt,merger/reorg
N-14,EATON VANCE MUTUAL FUNDS TRUST,745463,2019-07,-30  edgar/data/745463/0000940394-19-001077.txt,merger/reorg
N-14,FEDERATED SHORT-INTERMEDIATE DURATION MUNICIPAL TRUST,353101,2019-08,-27  edgar/data/353101/0001623632-19-001172.txt,merger/reorg
N-14,FEDERATED TOTAL RETURN SERIES INC,912763,2019-08,-07  edgar/data/912763/0001623632-19-001027.txt,merger/reorg
N-14,FRANKLIN CUSTODIAN FUNDS,38721,2019-08,-16  edgar/data/38721/0001680359-19-000421.txt,merger/reorg
N-14,FRANKLIN INVESTORS SECURITIES TRUST,809707,2019-08,-02  edgar/data/809707/0001680289-19-000065.txt,merger/reorg
N-14,FRANKLIN INVESTORS SECURITIES TRUST,809707,2019-08,-16  edgar/data/809707/0001680289-19-000071.txt,merger/reorg
N-14,FRANKLIN MUTUAL SERIES FUNDS,825063,2019-08,-16  edgar/data/825063/0001137439-19-000398.txt,merger/reorg
N-14,FRANKLIN U.S. GOVERNMENT MONEY FUND,38778,2019-07,-01  edgar/data/38778/0000038778-19-000007.txt,merger/reorg
N-14,Federated Adviser Series,1707560,2019-08,-13  edgar/data/1707560/0001623632-19-001044.txt,merger/reorg
N-14,Federated MDT Series,1363526,2019-08,-07  edgar/data/1363526/0001623632-19-001025.txt,merger/reorg
N-14,GUGGENHEIM FUNDS TRUST,88525,2019-09,-20  edgar/data/88525/0001628280-19-011866.txt,merger/reorg
N-14,HARTFORD MUTUAL FUNDS INC/CT,1006415,2019-07,-11  edgar/data/1006415/0001144204-19-034407.txt,merger/reorg
N-14,HARTFORD MUTUAL FUNDS INC/CT,1006415,2019-09,-09  edgar/data/1006415/0001144204-19-043915.txt,merger/reorg
N-14,INTEGRITY FUNDS,893730,2019-08,-22  edgar/data/893730/0000893730-19-000038.txt,merger/reorg
N-14,INTERMEDIATE MUNICIPAL TRUST,770116,2019-08,-27  edgar/data/770116/0001623632-19-001171.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2019-07,-22  edgar/data/1587982/0001398344-19-012320.txt,merger/reorg
N-14,Investment Managers Series Trust II,1587982,2019-07,-23  edgar/data/1587982/0001398344-19-012324.txt,merger/reorg
N-14,JOHN HANCOCK VARIABLE INSURANCE TRUST,756913,2019-07,-02  edgar/data/756913/0001133228-19-004509.txt,merger/reorg
N-14,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,914036,2019-07,-31  edgar/data/914036/0001193125-19-208716.txt,merger/reorg
N-14,Listed Funds Trust,1683471,2019-09,-27  edgar/data/1683471/0000894189-19-006521.txt,merger/reorg
N-14,MFS SERIES TRUST I,798244,2019-07,-22  edgar/data/798244/0001193125-19-198953.txt,merger/reorg
N-14,MONEY MARKET OBLIGATIONS TRUST,856517,2019-08,-07  edgar/data/856517/0001623632-19-001026.txt,merger/reorg
N-14,Monteagle Funds,1045701,2019-08,-01  edgar/data/1045701/0001162044-19-000480.txt,merger/reorg
N-14,NATIONWIDE MUTUAL FUNDS,1048702,2019-08,-05  edgar/data/1048702/0001680359-19-000401.txt,merger/reorg
N-14,NATIONWIDE MUTUAL FUNDS,1048702,2019-08,-05  edgar/data/1048702/0001680359-19-000403.txt,merger/reorg
